20210126,大鹏新区,大鹏半岛,鹏海苑小区 1室1厅 南,138万,低楼层                                    (共6层)                                                                      | 2006年建 |                                1室1厅 | 48.58平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_UmxWdz4oR_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,南北通透的大三房，环境好，住家舒服，看房方便,420万,中楼层                                    (共11层)                                                                      | 2003年建 |                                3室2厅 | 155.76平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/prod-8d8cd211-4233-4c68-bd0f-ff941ed363a8.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,大鹏社区花园   全新毛坯平层， 业主诚心出售,210万,中楼层                                    (共16层)                                                                      | 2015年建 |                                2室1厅 | 79平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_c71VAYJgb.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,此房视野开阔，东南朝向，两边通透，小区中间，安静,1300万,低楼层                                    (共1层)                                                                      | 2015年建 |                                6室3厅 | 191.06平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_AlbSIBvp0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,大鹏新区  佳兆业广场 满二一房一厅,186万,高楼层                                    (共17层)                                                                      | 2013年建 |                                1室1厅 | 58平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/pc1_7IEE0L5kL.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,满五年精装一房，靠山面海，风景这边独好！,130万,低楼层                                    (共12层)                                                                      | 2015年建 |                                1室0厅 | 36.35平米                                  | 西南,http://ke-image.ljcdn.com/440300-inspection/prod-bb1d6421-2760-4dfd-b081-7b1aae811e76.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,大鹏KPR佳兆业广场公寓1房高层看花园朝向,105万,高楼层                                    (共18层)                                                                      | 2013年建 |                                1室1厅 | 44.71平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-d9649acb-5868-4e72-80f1-ffa09829a0a7.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,小区少有住宅性质房源 122.46平复式大四房业主诚心卖,460万,高楼层                                    (共17层)                                                                      | 2013年建 |                                4室2厅 | 122.46平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-a909c5ef-8669-4a3b-bc90-b33b5321a028.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,华侨海景半山别墅端头花园大三层都看海 满五年,968万,低楼层                                    (共3层)                                                                      | 1998年建 |                                5室2厅 | 211.37平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-587f6cb9-cfb1-4480-8cd7-69a34792ace5.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,璞岸33复式三房出售，满两年红本在手,300万,低楼层                                    (共23层)                                                                      | 2015年建 |                                3室2厅 | 87.25平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/prod-3f412447-a502-4f4b-8efa-8330e10d49b9.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,房子业主很诚心卖，看房方便，价格可以商量,147万,低楼层                                    (共18层)                                                                      | 2013年建 |                                1室0厅 | 44.71平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/pc1_Clbc5Zl2M_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,花园小区 毛坯两房 看山 安静宜居 空气好 度假养老,205万,低楼层                                    (共16层)                                                                      | 2015年建 |                                2室1厅 | 79.47平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/prod-df866f9f-e4ee-419f-aa49-01d856891844.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,金众云山栖，毛坯别墅， 视野开阔，品质小区,1200万,低楼层                                    (共1层)                                                                      | 2015年建 |                                5室2厅 | 190.95平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/prod-06292fd5-1d7d-4223-8eaa-0b36776448d5.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,万科品质，背山面海，180度海景，宛如世外桃源。,580万,中楼层                                    (共18层)                                                                      | 2006年建 |                                3室2厅 | 93.94平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/test-23f359ef-9473-4d75-b44d-96dc615f0512.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,面朝大海，春暖花开，旅游度假必选小区,260万,中楼层                                    (共15层)                                                                      | 2015年建 |                                3室2厅 | 78.68平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/prod-adcf96ac-62d0-4ea1-a4cd-8e27dfe6568c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,精品别墅 人大旁  欢迎来电咨询,1030万,低楼层                                    (共1层)                                                                      | 2016年建 |                                5室2厅 | 190.95平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_XQwIluVVO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,精装修 现代化园林式小区 实用户型 大阳台 适合居家,360万,低楼层                                    (共16层)                                                                      | 2015年建 |                                3室1厅 | 87.86平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_HkZTC03Zn.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,承瀚半山海朝南看海户型，，诚心卖，看房提前约,320万,中楼层                                    (共14层)                                                                      | 2015年建 |                                2室1厅 | 77.82平米                                  | 西南,http://ke-image.ljcdn.com/440300-inspection/prod-adc4f2fc-e8dc-49f8-ab89-86647cd1c346.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,大鹏佳兆业 住宅性质房产 是住宅是住宅 不是公寓,120万,低楼层                                    (共16层)                                                                      | 2013年建 |                                1室1厅 | 46.98平米                                  | 东南,http://ke-image.ljcdn.com/440300-frame/8f0a1c93-9b33-4505-a891-50bad6acb77d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,住宅性质3房 刚需上车笋盘推荐 快快快 必卖好房,272万,低楼层                                    (共17层)                                                                      | 2013年建 |                                3室1厅 | 80.25平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/test-5bf685ca-cb59-416f-b86a-caf69bec1f3a.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,海语山林，精装修3房2卫，看小区园林绿化,360万,高楼层                                    (共17层)                                                                      | 2009年建 |                                3室2厅 | 89.19平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/d49341c2-1e26-4639-a10c-b73c49a7868b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,小区环境，空气好，房子带精装修南北通看山看花园,380万,中楼层                                    (共24层)                                                                      | 2016年建 |                                3室2厅 | 88.83平米                                  | 西南,http://ke-image.ljcdn.com/440300-frame/90e0c3cd-caf0-430f-a7de-78487384f75b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,位于大鹏半岛， 环境优美，自带大型购物综合体,100万,中楼层                                    (共17层)                                                                      | 2013年建 |                                1室1厅 | 44.94平米                                  | 西南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,大鹏新区,大鹏半岛,海景一线天，户型方正采光充足超广视野,249万,高楼层                                    (共14层)                                                                      | 2015年建 |                                2室2厅 | 77.83平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/b8d02cb1-a37b-4ef5-a955-9b996d995123.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,此房是住宅性质 ，，民水民电 不是公寓,142万,高楼层                                    (共16层)                                                                      | 2013年建 |                                1室0厅 | 47.06平米                                  | 南,http://ke-image.ljcdn.com/440300-frame/8f0a1c93-9b33-4505-a891-50bad6acb77d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,此房是单房 环境优美，自带大型购物综合体,100万,低楼层                                    (共18层)                                                                      | 2013年建 |                                1室1厅 | 44.71平米                                  | 南,http://ke-image.ljcdn.com/440300-frame/8f0a1c93-9b33-4505-a891-50bad6acb77d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,三科麓湾 2室1厅 西南,380万,低楼层                                    (共5层)                                                                      | 2014年建 |                                2室1厅 | 76.12平米                                  | 西南,http://ke-image.ljcdn.com/hdic-frame/f46ca21c-3d76-49a6-b5fa-258db38531ea.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,此房位于大鹏半岛，环境优美，自带大型购物综合体,115万,低楼层                                    (共18层)                                                                      | 2013年建 |                                2室2厅 | 44.71平米                                  | 南,http://ke-image.ljcdn.com/440300-frame/eaae774a-003b-4b94-b163-14d0bad5e473.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,KPR佳兆业广场 1室1厅 北,165万,中楼层                                    (共18层)                                                                      | 2013年建 |                                1室1厅 | 57.27平米                                  | 北,http://ke-image.ljcdn.com/440300-frame/8f0a1c93-9b33-4505-a891-50bad6acb77d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,满五唯一，亚迪村，一梯两户，好的环境，好的位置,350万,高楼层                                    (共11层)                                                                      | 2001年建 |                                3室2厅 | 129.96平米                                  | 南 北,http://ke-image.ljcdn.com/hdic-frame/prod-ad7f2512-bd17-4609-aaf7-244c0281f33f.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,高品质居住环境 天然氧吧 品质居家,350万,中楼层                                    (共5层)                                                                  1室2厅 | 76.44平米                                  | 东 东南,http://ke-image.ljcdn.com/hdic-frame/6eb9abfb-17e0-426a-a48e-dd5975b85a3d.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,大鹏新区 KPR佳兆业广场 两房 精装修  诚心卖,220万,高楼层                                    (共17层)                                                                      | 2013年建 |                                2室2厅 | 69.41平米                                  | 南,http://ke-image.ljcdn.com/440300-frame/a92c4570-13c2-40a6-b40d-8092488c113b.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,户型格局实用 ，精装，中高楼层，诚意出售,170万,高楼层                                    (共18层)                                                                      | 2013年建 |                                1室1厅 | 57平米                                  | 东南,http://ke-image.ljcdn.com/440300-frame/8f0a1c93-9b33-4505-a891-50bad6acb77d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,住宅性质  生活品质大3房 欢迎咨询,358万,高楼层                                    (共17层)                                                                      | 2013年建 |                                3室2厅 | 109.86平米                                  | 东南,http://ke-image.ljcdn.com/440300-frame/eaae774a-003b-4b94-b163-14d0bad5e473.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,大鹏小户型 适合度假旅馆居住 红本在手 业主诚心出售,110万,中楼层                                    (共12层)                                                                      | 2015年建 |                                1室0厅 | 36.34平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/4e6161c6-b037-470f-a1f5-77b591aa9844.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,大鹏新区 葵涌 金众云山栖 三房  精装修 诚心卖,430万,中楼层                                    (共33层)                                                                      | 2016年建 |                                3室2厅 | 87.14平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/b79ed372-1c61-4d9a-830d-53428d64b960.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,给你居住一个舒适的家，公园里的家。,980万,低楼层                                    (共1层)                                                                  5室4厅 | 185.18平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/abe1a0c6-2bf2-4cc1-a83b-d62f25a760f0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,三科麓湾精装两房，采光环境好业主有心卖，看房方便,335万,中楼层                                    (共5层)                                                                  2室2厅 | 76.44平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/90daa3ff-133a-42e7-9e23-164a692b26ca.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,户型方正，格局实用，交楼自带精装修。,265万,低楼层                                    (共18层)                                                                      | 2013年建 |                                2室2厅 | 75.77平米                                  | 东南,http://ke-image.ljcdn.com/440300-frame/8f0a1c93-9b33-4505-a891-50bad6acb77d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,金众云山栖 5室2厅 南,1360万,低楼层                                    (共1层)                                                                      | 2015年建 |                                5室2厅 | 189.22平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_jVEiJemaQ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,三科麓湾 1室1厅 南,370万,高楼层                                    (共5层)                                                                  1室1厅 | 81.23平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/2e81685f-5764-41b3-8b8c-47dc1f401eab.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,KPR佳兆业广场精装一房出售。,200万,高楼层                                    (共18层)                                                                      | 2013年建 |                                1室1厅 | 57.27平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/2d97e61e-ca34-4292-aa78-61564f477d27.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,佳兆业广场 一房两厅出售 看房方便,170万,高楼层                                    (共18层)                                                                      | 2013年建 |                                1室2厅 | 57.27平米                                  | 北,http://ke-image.ljcdn.com/440300-frame/8f0a1c93-9b33-4505-a891-50bad6acb77d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,万科17英里、看海景观、私家沙滩,350万,低楼层                                    (共18层)                                                                  1室1厅 | 63.12平米                                  | 东,http://ke-image.ljcdn.com/hdic-frame/729e583c-1e6d-4a3c-8ed8-12cbdf66fa6e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,KPR佳兆业，精装一房，业主有心卖，环境好，采光好,120万,中楼层                                    (共17层)                                                                      | 2013年建 |                                1室1厅 | 44.74平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,大鹏新区,大鹏半岛,璞岸 满二年 格局好 看房方便 环境好,280万,高楼层                                    (共23层)                                                                      | 2015年建 |                                3室2厅 | 88.96平米                                  | 东,http://ke-image.ljcdn.com/440300-inspection/5fa612a2-2ae9-491a-9b1b-71a09311ab62.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,万科物业，品质优选，一线海景房,550万,低楼层                                    (共18层)                                                                  3室2厅 | 93.45平米                                  | 东南,http://ke-image.ljcdn.com/440300-frame/879fab91-a505-4787-8dc4-33cfe23b46f3.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,KPR佳兆业广场大开间带装修出售。,129万,低楼层                                    (共16层)                                                                      | 2013年建 |                                1室1厅 | 50平米                                  | 南,http://ke-image.ljcdn.com/440300-frame/8f0a1c93-9b33-4505-a891-50bad6acb77d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,海语山林 毛坯两房 业主诚心卖价格低 看房方便必看好房,210万,低楼层                                    (共17层)                                                                      | 2009年建 |                                2室2厅 | 70.25平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/4b012c0f-a403-4f41-abd2-763b461805ae.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,万科17英里海景别墅，全新装修，花园200平,3500万,低楼层                                    (共2层)                                                                      | 2010年建 |                                8室2厅 | 275.81平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/c91ec9a4-5dc7-4cc8-b3d5-ab6bdbdd9416.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,佳兆业精装修出售 单价低  户型实用空气好,95万,低楼层                                    (共18层)                                                                      | 2013年建 |                                1室0厅 | 44.74平米                                  | 西南,http://ke-image.ljcdn.com/440300-frame/8f0a1c93-9b33-4505-a891-50bad6acb77d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,大鹏PURE璞岸复式毛坯三房有钥匙业主诚心出售满两年,328万,中楼层                                    (共23层)                                                                      | 2015年建 |                                3室2厅 | 89.35平米                                  | 东,http://ke-image.ljcdn.com/440300-inspection/39740a18-031d-40d0-ba0b-b6a3341c7517.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,房子格局实用，精装修，出租皆可。,120万,低楼层                                    (共18层)                                                                      | 2013年建 |                                1室0厅 | 44.74平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/874b831e-2dbe-44df-9bd5-90f31f46a156.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,鑫园广场大三房业主诚心出售，东南向朝向好,260万,中楼层                                    (共12层)                                                                      | 2001年建 |                                3室2厅 | 89.58平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/standard_8fa1ac16-8526-454b-bb14-768c55a43611.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,佳兆业单身房源 精装修 朝向好 户型实用,118万,低楼层                                    (共18层)                                                                      | 2013年建 |                                1室0厅 | 47.71平米                                  | 西南 西北,http://ke-image.ljcdn.com/440300-frame/8f0a1c93-9b33-4505-a891-50bad6acb77d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,半山海精装一房，精装修总价低，可酒店托管，看房方便,95万,高楼层                                    (共12层)                                                                      | 2015年建 |                                1室1厅 | 36.34平米                                  | 东,http://ke-image.ljcdn.com/440300-inspection/prod-44707471-9831-48a4-8c18-26bf12c7cfa3.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,璞岸顶楼毛坯复式5房总价低费用少户型好看山看海,880万,高楼层                                    (共16层)                                                                      | 2015年建 |                                5室3厅 | 348.62平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/369da599-dfed-42be-acc7-9f6bcccec700.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,海景房，正规精装大两房，70年住宅，带燃气,250万,高楼层                                    (共14层)                                                                      | 2015年建 |                                2室2厅 | 77.83平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-a1feecb6-deb5-42e4-b6e8-786dcffd9a2d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,深圳东部土洋村 东丽观海山庄 独立毛坯别墅 看山看海,850万,低楼层                                    (共1层)                                                                      | 1999年建 |                                4室2厅 | 301.93平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/rsp_pic_upload8a98a02e-3948-4d6d-a89a-0c83c53bd4f1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,大鹏新区  璞岸33  自然风景区 环境优美 舒适宜居,380万,低楼层                                    (共23层)                                                                      | 2015年建 |                                3室2厅 | 117.33平米                                  | 西南,http://ke-image.ljcdn.com/440300-inspection/abf3f962-da82-4de6-9f4a-89d89beea953.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,承翰陶柏莉 3室2厅 南 西新上,370万,中楼层                                    (共30层)                                                                      | 2016年建 |                                3室2厅 | 88.38平米                                  | 南 西,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,大鹏新区,大鹏半岛,满五唯一无个税无欠款小区环境好 适合住家 格局方正,235万,中楼层                                    (共17层)                                                                      | 2009年建 |                                2室2厅 | 70.24平米                                  | 东北,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,大鹏新区,大鹏半岛,承翰陶柏莉 3室2厅 南,425万,低楼层                                    (共26层)                                                                      | 2016年建 |                                3室2厅 | 88.35平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,大鹏新区,大鹏半岛,金众云山栖 2室2厅 东南,305万,低楼层                                    (共33层)                                                                      | 2016年建 |                                2室2厅 | 61.7平米                                  | 东南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,大鹏新区,大鹏半岛,此房是联排别墅，纯别墅小区，随时签约,1400万,低楼层                                    (共1层)                                                                  7室3厅 | 221.99平米                                  | 南 北,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,大鹏新区,大鹏半岛,鑫园广场 3室2厅 南,260万,高楼层                                    (共12层)                                                                  3室2厅 | 84.99平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,大鹏新区,大鹏半岛,双拼别墅，带车库，花园120平，天台花园，看海,900万,低楼层                                    (共3层)                                                                  5室2厅 | 217.86平米                                  | 东南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,大鹏新区,大鹏半岛,亚迪村精装大三房，业主自己房子保养的很好，全新装修,400万,高楼层                                    (共11层)                                                                      | 2003年建 |                                3室2厅 | 129.91平米                                  | 南 北,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,大鹏新区,大鹏半岛,满五,依山傍海,自然景观,休闲住家好去处.,130万,中楼层                                    (共12层)                                                                      | 2015年建 |                                1室1厅 | 37平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,大鹏新区,大鹏半岛,三科麓湾位于深圳市大鹏新区葵涌街葵涌村土地使用70年,2200万,低楼层                                    (共2层)                                                                  6室3厅 | 178.66平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,大鹏新区,大鹏半岛,三科麓湾安静舒适的小区，精装两房采光好，看房方便,348万,中楼层                                    (共5层)                                                                  2室1厅 | 77.32平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,大鹏新区,大鹏半岛,环境优美的 三科麓湾，精装大三房业主有心卖看房方便,580万,低楼层                                    (共3层)                                                                  3室2厅 | 101.68平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,大鹏新区,大鹏半岛,楼层好，住家很舒服.小区环境优雅，配套设施完善,290万,中楼层                                    (共33层)                                                                      | 2016年建 |                                2室1厅 | 61.7平米                                  | 西南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,大鹏新区,大鹏半岛,三科麓湾，精装两房环境好，安静的小区很适合住家,370万,中楼层                                    (共5层)                                                                  2室2厅 | 77.31平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,大鹏新区,大鹏半岛,大鹏新区  鹏海苑  周 边 配 套 齐 全 单 价 便 宜,95万,中楼层                                    (共6层)                                                                      | 2006年建 |                                1室2厅 | 38.82平米                                  | 东南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,大鹏新区,大鹏半岛,大鹏南澳凯旋湾三期端头联排别墅满二年红本带花园,1398万,低楼层                                    (共4层)                                                                  5室2厅 | 222.04平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,大鹏新区,大鹏半岛,小梅沙万科十七英里一线海景红本在手低总价,220万,中楼层                                    (共18层)                                                                      | 2006年建 |                                1室1厅 | 39.53平米                                  | 东南 西南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,大鹏新区,大鹏半岛,万科17英里 精装复式房 带私家沙滩 山海景观,350万,低楼层                                    (共18层)                                                                      | 2006年建 |                                2室2厅 | 63.96平米                                  | 东南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,大鹏新区,大鹏半岛,此房满五年 得房率高 户型方正 采光清晰,100万,高楼层                                    (共12层)                                                                      | 2015年建 |                                1室1厅 | 36.34平米                                  | 西南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,大鹏新区,大鹏半岛,土洋半山海看山海景观 业主诚心出售,104万,高楼层                                    (共12层)                                                                      | 2015年建 |                                1室1厅 | 36.35平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,大鹏新区,大鹏半岛,KPR佳兆业广场业主诚心出售。,159万,高楼层                                    (共18层)                                                                      | 2013年建 |                                1室1厅 | 45.33平米                                  | 东南,http://ke-image.ljcdn.com/440300-frame/8f0a1c93-9b33-4505-a891-50bad6acb77d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,承翰半山海毛坯复式两房总价低费用少得房率高！,250万,中楼层                                    (共14层)                                                                      | 2015年建 |                                2室1厅 | 77.3平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/prod-747eaba6-f795-4e0a-8fee-a4750b08a813.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,大鹏新区,大鹏半岛,满5年 PURE 33墣岸 精装修,520万,中楼层                                    (共23层)                                                                      | 2015年建 |                                3室2厅 | 135.93平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_5aC30ALWV_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
