20210126,福田区,梅林,房子满五唯一，精装修，地铁口物业，宜居，采光好。必看好房,248万,中楼层                                    (共7层)                                                                      | 1998年建 |                                1室1厅 | 35.14平米                                  | 东南 东,http://ke-image.ljcdn.com/110000-inspection/pc1_0kSwver7Z_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,业主急售一村大平层， 满五红本 高层视野广看山景,1388万,高楼层                                    (共32层)                                                                      | 2002年建 |                                4室2厅 | 147.43平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/prod-7f171c62-dabb-48c9-b499-f52ce6355eb5.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,阳光天下 精装复式 阔气5房 南北通 北瞰山景南看福田,2000万,高楼层                                    (共30层)                                                                      | 2010年建 |                                6室2厅 | 168.81平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/prod-7cde46a2-debd-498f-b864-0cc3d3b6d0cd.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,满五唯一，正南朝向，业主自住，经典户型。,630万,高楼层                                    (共7层)                                                                      | 1999年建 |                                2室1厅 | 76.22平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-b6137e45-3c4f-4913-bd40-133149484eb7.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,上梅林卓悦汇的精装电梯房公寓单间,230万,高楼层                                    (共30层)                                                                      | 2013年建 |                                1室0厅 | 36.9平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_52TCOD115.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,精装两房，地中海田园风，高楼层，看山景。,368万,中楼层                                    (共30层)                                                                      | 2013年建 |                                2室2厅 | 53.48平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/fded2bfc-b505-43a0-bd33-63dac75e0432_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,满五唯一，红本，税费少，电梯小高层,758万,高楼层                                    (共9层)                                                                      | 1998年建 |                                3室1厅 | 99.31平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/prod-985cff77-5dbe-4206-8cff-238a1c7fc783.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,理想公馆可办公装修好，交通方便，业主诚心卖,590万,高楼层                                    (共30层)                                                                      | 2015年建 |                                3室2厅 | 69.98平米                                  | 西,http://ke-image.ljcdn.com/440300-inspection/prod-6c1a605b-d238-429c-973a-0a2568905146.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,满五唯一，公园旁，地铁物业，看房方便。,399万,高楼层                                    (共30层)                                                                      | 2002年建 |                                4室1厅 | 72.13平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-334c716b-fa69-4479-8a50-4da8f68e02a5.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,大户型双层复式，总价低，近地铁，业主诚售,700万,高楼层                                    (共30层)                                                                      | 2002年建 |                                4室2厅 | 143.15平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_Exq5rAUmG_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,少有复式4房出售，视野好，诚意出售,620万,高楼层                                    (共30层)                                                                      | 2013年建 |                                4室2厅 | 76平米                                  | 东,http://ke-image.ljcdn.com/440300-inspection/prod-b35de912-77eb-4809-94ad-95ff67170f6e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,罕有三层复式 带顶楼花园 业主诚心放卖 带固定车位,1500万,高楼层                                    (共9层)                                                                      | 1997年建 |                                5室3厅 | 214.81平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-40b56c86-eb63-4a48-9d7b-9b9c60106047.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,雕塑家园电梯房配套齐全交通方便必看好房,370万,中楼层                                    (共30层)                                                                      | 2002年建 |                                2室1厅 | 72.13平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_PdmO3QW7H.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,雕塑家园 房子满五年 下复式 高层安静通风 视野好,450万,高楼层                                    (共30层)                                                                      | 2002年建 |                                2室1厅 | 72.13平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/pc1_eiS8EnweN_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,满五年，深圳唯一住宅，税费少，看房方便，大三房,680万,低楼层                                    (共7层)                                                                      | 1997年建 |                                3室2厅 | 87.96平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/prod-42ae778d-c6b9-4451-8994-02921a801157.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,不占购房限额，高层复式，户型方正，双地铁口,550万,低楼层                                    (共30层)                                                                      | 2015年建 |                                3室2厅 | 70.33平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/test-91150e0b-d625-4f6e-80e6-b2ea183e5c16.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,红本在手 诚心放卖 随时预约看房,615万,低楼层                                    (共30层)                                                                      | 2015年建 |                                2室2厅 | 72.19平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_cLSgYCVka.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,福田梅林公园旁三层复式，带露台阳光房阁楼，业主诚售,1598万,高楼层                                    (共11层)                                                                      | 2002年建 |                                6室3厅 | 168.63平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_a16rgftnK.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,阳光天下360度观景圆楼 少有放卖 红本在手满五年,1980万,中楼层                                    (共31层)                                                                      | 2010年建 |                                6室2厅 | 248.41平米                                  | 东南 西北,http://ke-image.ljcdn.com/440300-inspection/test-6f33ddc6-c8a9-4b92-beaa-bc88e29f881b.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,双地铁口，卓悦汇旁精装，高楼层视野开阔看山景,215万,高楼层                                    (共30层)                                                                      | 2013年建 |                                1室0厅 | 35.36平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/test-5295b0ce-b20b-43e1-a25e-84daa1894162.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,双地铁口物业，红本在手有钥匙可随时看房。新上,680万,中楼层                                    (共8层)                                                                      | 1996年建 |                                3室2厅 | 91.19平米                                  | 东 南,http://ke-image.ljcdn.com/110000-inspection/pc1_OErxHBSjR_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,水务局梅林住宅楼 3室2厅 南新上,680万,中楼层                                    (共8层)                                                                      | 1999年建 |                                3室2厅 | 75.47平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_7uukVj745_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,御锦公馆 1室1厅 北,215万,中楼层                                    (共30层)                                                                      | 2013年建 |                                1室1厅 | 38.87平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_o0VJLheEa_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,梅林三村  满5年唯一红本在手 地铁口物业诚心卖,688万,中楼层                                    (共29层)                                                                      | 1999年建 |                                3室2厅 | 88.87平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_MeEvGlWaq_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,碧华庭居 温馨两房86平2加1 精装修高楼层 诚意出售,720万,中楼层                                    (共17层)                                                                      | 2000年建 |                                2室2厅 | 85.97平米                                  | 西 西北,http://ke-image.ljcdn.com/110000-inspection/pc1_TNYl9neJy_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,本房满五年唯一，免个税，少有一本证大复式镂空户型,1700万,高楼层                                    (共11层)                                                                      | 2002年建 |                                6室2厅 | 185.44平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/40d1ee02-6a68-4d65-9c69-c68ab2c628f5_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,梅 林 精 装 修 复 式，地 段 好,640万,高楼层                                    (共30层)                                                                      | 2015年建 |                                4室2厅 | 71.62平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_GwAye92lq_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,汇龙花园正规两房，  满五唯一，税费少。,650万,中楼层                                    (共7层)                                                                      | 1999年建 |                                2室1厅 | 76.21平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_Fr9cy3eV6.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,理想公馆新装修，交通便利，红本在手税费少,560万,高楼层                                    (共30层)                                                                      | 2015年建 |                                3室2厅 | 70.09平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/pc1_ZrBK74HvN_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,顶楼复式，精装修，天台大花园，业主换房急售,980万,高楼层                                    (共7层)                                                                      | 1997年建 |                                4室2厅 | 158.15平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_X2JqNCGNP.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,满五唯一，中高楼层，精装修，换房诚售。必看好房,730万,高楼层                                    (共18层)                                                                      | 2006年建 |                                3室1厅 | 73.55平米                                  | 西南,http://ke-image.ljcdn.com/hdic-frame/e90005b1-1678-47ef-919d-51f96d964ede.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,梅林一村 三房格局 背靠梅林公园水库 地铁交通便利,725万,低楼层                                    (共31层)                                                                      | 2003年建 |                                3室2厅 | 90.43平米                                  | 西北,http://ke-image.ljcdn.com/hdic-frame/6c977034-f459-46d3-b071-7bd9dc4f1f00.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,碧华庭居 2室1厅 东北,530万,低楼层                                    (共12层)                                                                      | 2000年建 |                                2室1厅 | 51.57平米                                  | 东北,http://ke-image.ljcdn.com/hdic-frame/b043cc67-31fa-4042-a0cb-948bc1dc6434.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,双地铁口 卓悦汇 精装两房视野好新上,265万,中楼层                                    (共30层)                                                                      | 2013年建 |                                2室1厅 | 39.72平米                                  | 西北,http://ke-image.ljcdn.com/hdic-frame/test-b5c5ecf4-2526-4e88-bb91-1d9b58be4a35.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,业主诚心放卖。税费少、安静，看泳池,860万,低楼层                                    (共11层)                                                                      | 2003年建 |                                4室1厅 | 102.4平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/9c6df3c4-e1e8-4ff9-aea3-a2dde9c3f10c.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,业主诚心卖，正南朝向，满五 红本在手,1000万,中楼层                                    (共12层)                                                                      | 2007年建 |                                4室1厅 | 92.47平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/e30bcb1d-3e95-442e-81ff-a900bb75c863.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,双地铁物业，满五年，诚心出售。必看好房,278万,中楼层                                    (共31层)                                                                      | 2003年建 |                                1室0厅 | 31.54平米                                  | 西,http://ke-image.ljcdn.com/hdic-frame/89e4fe82-39c8-4341-9a6b-8c528821ecb4.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,满五唯一，视野开阔，中间楼层，主卧面积大，使用率高,680万,高楼层                                    (共22层)                                                                      | 2005年建 |                                2室2厅 | 72.31平米                                  | 东,http://ke-image.ljcdn.com/hdic-frame/b3a3e5aa-af8c-4cfe-8db5-2e2fc2281944.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,地铁口物业 虹湾花园 东南向 两房德系精装,630万,低楼层                                    (共46层)                                                                      | 2015年建 |                                2室2厅 | 51.73平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/b2cf140f-2774-4e09-8f10-c0488620d17e.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,卓悦汇商圈 三条地铁线交汇 东向 电梯 精装 换房诚卖,210万,低楼层                                    (共30层)                                                                      | 2013年建 |                                1室1厅 | 38.14平米                                  | 东,http://ke-image.ljcdn.com/440300-inspection/e6bbf389-87e3-4c22-8338-aabd99f708eb.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,绿景虹湾 3室1厅 北新上,1080万,低楼层                                    (共45层)                                                                      | 2015年建 |                                3室1厅 | 88.13平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/509c741b-8e69-4125-8dd9-d7e2c152559f.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,香蜜湖半山单证，南北通高楼层，户型好使用率高新上,2300万,高楼层                                    (共27层)                                                                      | 2014年建 |                                4室1厅 | 173.92平米                                  | 南 北,http://ke-image.ljcdn.com/hdic-frame/e2fa6b29-61b5-480e-a955-23fdcbaf21e0.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,满五唯一 红本在手 东南朝向 交通便利新上,1550万,中楼层                                    (共43层)                                                                      | 2015年建 |                                4室2厅 | 127.34平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/fda8cd3c-9135-4d51-9915-90c4dcc4dde2.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,下梅林碧荔花园 顶楼三层复式 带两个花园 诚心出售,1500万,高楼层                                    (共9层)                                                                      | 1997年建 |                                7室2厅 | 227.37平米                                  | 南 北,http://ke-image.ljcdn.com/hdic-frame/6c2c0b2f-7f36-4429-b05c-e6a1fe72aeed.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,上梅林电梯房 户型方正 安静 看小区 免个税 费用少,610万,低楼层                                    (共12层)                                                                      | 1999年建 |                                2室2厅 | 77平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/42c235a2-160d-495f-847c-c671c3c96a2a.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,业主诚心出售，满五唯一，精致装修,355万,中楼层                                    (共16层)                                                                      | 2008年建 |                                2室1厅 | 35.28平米                                  | 西南,http://ke-image.ljcdn.com/hdic-frame/prod-63d2a295-fa66-47f8-9f89-ef12f478a27f.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,绿景虹湾 2室1厅 南 北,660万,低楼层                                    (共46层)                                                                      | 2015年建 |                                2室1厅 | 53.25平米                                  | 南 北,http://ke-image.ljcdn.com/hdic-frame/17be18f1-c3f5-4e34-8c9d-dc30b25198b7.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,下梅林近地铁原始一房一厅东向高层视野开阔,335万,高楼层                                    (共6层)                                                                      | 2002年建 |                                1室1厅 | 49.7平米                                  | 东,http://ke-image.ljcdn.com/440300-frame/a9abef6c-c992-4bfb-82f8-5de9dc8b7498.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,蓝宝石名庭 1室0厅 南,210万,低楼层                                    (共12层)                                                                      | 2003年建 |                                1室0厅 | 20.7平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/standard_e6f3eeb7-fd0d-4ebf-afc8-e933e27637ca.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,地铁口物业朝南向，满五红本，中间楼层，带公园。,873.6万,中楼层                                    (共7层)                                                                      | 1996年建 |                                2室1厅 | 77.8平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/ffe9a37f-5c6e-449f-8edb-1121fbe0ffd3.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,电梯小高层，装修保养完善，生活配套齐全！,170万,低楼层                                    (共12层)                                                                      | 2000年建 |                                1室0厅 | 19.11平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/aafb2b64-9b42-4567-ac9d-b035ac668bcb.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,御锦公馆 1室0厅 东,200万,中楼层                                    (共30层)                                                                      | 2013年建 |                                1室0厅 | 28.75平米                                  | 东,http://ke-image.ljcdn.com/hdic-frame/e9504a68-b77b-4eb9-b05e-b6a6c1e6e6f0.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,精致两房  满五年  安静居家,675万,低楼层                                    (共17层)                                                                      | 1999年建 |                                2室2厅 | 76.42平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/aca0ef1e-8c25-42e1-9813-b8a40fd666b9.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,此房满五年，户型方正，南向通透大两房，位置安静,540万,高楼层                                    (共7层)                                                                      | 1991年建 |                                2室1厅 | 75.01平米                                  | 南 北,http://ke-image.ljcdn.com/hdic-frame/7e089080-8da4-4b88-9e95-f962ec2afc0a.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,林海山庄做三房户型，户型方正采光好,626万,中楼层                                    (共14层)                                                                      | 2001年建 |                                3室1厅 | 81.48平米                                  | 西 西北,http://ke-image.ljcdn.com/hdic-frame/021f6034-15e6-4500-96aa-9ac343c0f743.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,满五年、办公装修风格、诚心卖的。方便看房,750万,中楼层                                    (共30层)                                                                      | 2002年建 |                                3室2厅 | 141.35平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/671dd4c8-8df3-4617-966a-67dbad6f18a8.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,绿景虹湾精装两房，户型方正朝南向，业主诚心出售,800万,高楼层                                    (共46层)                                                                      | 2015年建 |                                2室1厅 | 64.23平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/a15527e8-dbdb-4124-9b91-712b5291d39b.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,梅景地铁口，精装修三房，端头位无遮挡,900万,中楼层                                    (共13层)                                                                      | 1999年建 |                                3室2厅 | 104.53平米                                  | 东北,http://ke-image.ljcdn.com/440300-frame/b885ef33-8d3d-4803-820f-0b7db48248be.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,半山御景 3室1厅 南,870万,低楼层                                    (共10层)                                                                      | 2008年建 |                                3室1厅 | 86.5平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/test-f615dfe9-010f-4845-9c9c-e0034bf118c5.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,稀有2+1房，东南向，已经满五年，税费少,730万,中楼层                                    (共18层)                                                                      | 2006年建 |                                3室1厅 | 73.11平米                                  | 南 东南,http://ke-image.ljcdn.com/hdic-frame/a7b3a393-4820-4e0f-b5dc-b3e813b9e793.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,花园式大社区，梅林钻石地段正规大三房必看好房,720万,低楼层                                    (共8层)                                                                      | 2008年建 |                                3室1厅 | 94.59平米                                  | 南 北,http://ke-image.ljcdn.com/hdic-frame/a65f74f1-8a20-4a83-bdeb-cebafe537d10.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,通业花园地铁口物业三房，小区停车方便,710万,中楼层                                    (共11层)                                                                      | 2001年建 |                                3室1厅 | 83.26平米                                  | 西北,http://ke-image.ljcdn.com/hdic-frame/f7652d2b-36de-4f01-b6ac-62c7c903891e.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,此房方正大三房，精装修，带院子小花园，业主诚心出售,750万,低楼层                                    (共14层)                                                                      | 2001年建 |                                3室2厅 | 97.8平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/2610f403-132d-49b1-90e1-aa18b87407b4.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,理想公馆 2室2厅 东南,620万,高楼层                                    (共30层)                                                                      | 2015年建 |                                2室2厅 | 72.19平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/a3b18f63-13c3-4dd6-99b7-06366265184c.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,朝南，三房，地铁口，福田次新房，配套醇熟,1100万,中楼层                                    (共44层)                                                                      | 2015年建 |                                3室1厅 | 86.28平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/56e0d753-290f-4002-b248-ef529163ac06.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,此房满五年红本在手 业主诚心卖 户型方正 朝南安静,650万,中楼层                                    (共7层)                                                                      | 1998年建 |                                2室1厅 | 78.59平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/855c09877151ffed5d754a3dd4b05355-034.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,此房户型方正 ，朝南..........,180万,高楼层                                    (共8层)                                                                      | 1998年建 |                                1室0厅 | 21.65平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/ab89fb4d-f4c5-432f-b361-bc9262bd6d1c.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,安静户型 红本在手 视野开阔 诚心卖,1049万,中楼层                                    (共20层)                                                                      | 2000年建 |                                3室2厅 | 118平米                                  | 西北,http://ke-image.ljcdn.com/hdic-frame/98c43dcc-edc4-4e19-accf-96e88350dce9.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,御锦公馆 2室1厅 西北,285万,低楼层                                    (共30层)                                                                      | 2013年建 |                                2室1厅 | 39.03平米                                  | 西北,http://ke-image.ljcdn.com/hdic-frame/d2ef47ce-e0e8-4140-8f14-57d44ca6b660.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,多层围合 红本在手 处级四房 安静南北通 诚心卖,1150万,中楼层                                    (共9层)                                                                      | 1998年建 |                                4室2厅 | 110.28平米                                  | 南 北,http://ke-image.ljcdn.com/hdic-frame/4d3bc6a8-23f0-4378-98d5-e90aa5c54336.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,上梅林CBD《少有放卖大四房》红本在手过户快必看好房,850万,高楼层                                    (共7层)                                                                      | 1997年建 |                                4室1厅 | 123.36平米                                  | 北 东,http://ke-image.ljcdn.com/hdic-frame/616c220d-fff5-4da9-94eb-42b61fb1511c.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,新活力花园 大三房   中间楼层 诚心出售,720万,中楼层                                    (共8层)                                                                      | 1999年建 |                                3室2厅 | 96.47平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/cyclops-azJbGZBp048MKewq.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,地铁口物业公园社区精装通透三房大露台,860万,低楼层                                    (共14层)                                                                      | 2001年建 |                                4室1厅 | 119平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/a6311d5b-7136-47bd-95df-e24f09643930.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,楼层高，上复式，南北通，交通购物及休闲方便。,450万,低楼层                                    (共30层)                                                                      | 2002年建 |                                2室1厅 | 75.05平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/4558fc3f-fe68-4204-a01e-10adb1a1e555.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,正规一房一厅，高楼层，地铁口房交通便利。,450万,高楼层                                    (共16层)                                                                      | 2005年建 |                                1室1厅 | 40.75平米                                  | 西北,http://ke-image.ljcdn.com/hdic-frame/e57af24f-b06d-4642-87a3-123b9316b90d.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,上梅林地铁站，电梯高层精装修，易出租户型正,200万,高楼层                                    (共30层)                                                                      | 2013年建 |                                1室0厅 | 29.95平米                                  | 东,http://ke-image.ljcdn.com/440300-inspection/5686c58c-18f1-4584-804c-9bbbbdd51e54.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,端头户型通风采光佳业主诚心出售,599万,低楼层                                    (共30层)                                                                      | 2015年建 |                                2室1厅 | 72.19平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/7c33533865bf01872d08104b8e872df9-100.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,地铁口的商铺，门口就是公园车管所.目前带稳定租约,195万,低楼层                                    (共15层)                                                                      | 2003年建 |                                1室0厅 | 33.6平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/e213c5c3636e73cd2a5e4e405e8dfa68-044.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,双层大复式、高层视野很赞，精美温馨装修、拎包入住,645万,中楼层                                    (共30层)                                                                      | 2002年建 |                                4室2厅 | 152.09平米                                  | 东南,http://ke-image.ljcdn.com/440300-frame/9699e8bf-c18c-4b55-8914-5e92a9793045.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,上梅林公交站，电梯房，温馨社区，大户型，近校区。,760万,中楼层                                    (共12层)                                                                      | 1999年建 |                                4室2厅 | 105.93平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/d8661f14-73f5-47d3-965b-cd2062c6482e.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,通业花园，诚心出售，近9号线地铁口,780万,低楼层                                    (共11层)                                                                      | 2001年建 |                                5室1厅 | 117.93平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/4afecc3b-3a41-47a4-abd3-44c460252f53.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,梅兴苑70年产权底商出售，小区门口位置,550万,低楼层                                    (共8层)                                                                      | 1997年建 |                                1室0厅 | 69.25平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/6fdba808-805c-4c63-8911-5ab483de5cc1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,梅林 双地铁口物业。 精装修实用2房,270万,低楼层                                    (共30层)                                                                      | 2013年建 |                                2室1厅 | 39.03平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/2aae2dde-a5ec-41cd-8a07-045a8b03a6f3.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,四季山水高楼层精装修大四房两卫,1620万,高楼层                                    (共32层)                                                                      | 2011年建 |                                4室2厅 | 162.42平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/a156139d-064d-4a9c-b3c4-aaaf55bb8dae.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,近卓悦汇，钻石地段，地铁口物业，精装公寓,199万,低楼层                                    (共30层)                                                                      | 2013年建 |                                1室0厅 | 35.33平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/rsp_pic_uploadd9339d95-fa50-4228-84e7-0961a8f4555b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
