20210126,龙岗区,龙岗双龙,二加一房，中间楼层，厅出阳台，西南向必看好房,280万,中楼层                                    (共30层)                                                                      | 2015年建 |                                3室1厅 | 81.03平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_PabITpctO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,房子是公寓，业主诚心出售！客厅出阳台,215万,低楼层                                    (共30层)                                                                  3室2厅 | 58平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_1RxkLdxDN_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,鹏达花园 大三房地铁口   满二唯一   税费少,350万,中楼层                                    (共6层)                                                                      | 2001年建 |                                3室2厅 | 109.87平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_ErmCSjbwu_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,山景大盘、毛胚大四房、南联地铁站,450万,高楼层                                    (共9层)                                                                      | 2008年建 |                                4室2厅 | 132.63平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/pc1_JhGm3R6Cf.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五唯一 已买未卖急售叠翠新峰大三房必看好房,360万,低楼层                                    (共9层)                                                                      | 2004年建 |                                3室1厅 | 109.61平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_NIdRIIVVH.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,包增值税，户型方正，松的面积大，看花园，中间位置,755万,中楼层                                    (共31层)                                                                      | 2014年建 |                                5室2厅 | 143.11平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_02gcK7k0J_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,次新小区，复式2房精装公寓...,180万,低楼层                                    (共30层)                                                                      | 2015年建 |                                2室2厅 | 56平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/pc1_E2JPfF1GX_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,此房带装修，户型方正，业主诚心卖。,300万,中楼层                                    (共9层)                                                                  3室2厅 | 79平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_XFNtFYld8.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,九州家园电梯大三房，户型方正宜居。,400万,中楼层                                    (共10层)                                                                      | 2003年建 |                                3室2厅 | 125.14平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/prod-64828146-5666-4101-9fd5-af4df46ba5cf.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,无个税，无增值税，低于原购价，距离地铁口60米距离,312万,高楼层                                    (共25层)                                                                      | 2014年建 |                                2室1厅 | 116.27平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-75c13322-7a06-4617-b3df-ad6630b20107.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,仙岭公馆复式，使用面积大于八仙岭公园旁,320万,低楼层                                    (共30层)                                                                      | 2016年建 |                                4室2厅 | 76.99平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-170a3471-415a-4c76-95e1-bf1fcb9720a4.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,仙岭公馆复式，使用面积大于八仙岭公馆,358万,低楼层                                    (共30层)                                                                      | 2016年建 |                                3室1厅 | 76.99平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/prod-1287bc9b-5360-469b-b456-dad8fe941792.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,复式两房总价低 准地铁物业 使用面积大,160万,中楼层                                    (共30层)                                                                      | 2015年建 |                                2室2厅 | 53.54平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/prod-f8ef3d86-1c49-4c64-8aa5-b998e3d2f633.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五唯一地铁口物业 业主诚心出售 近沃尔玛 近双龙,350万,高楼层                                    (共27层)                                                                      | 2011年建 |                                3室1厅 | 89.13平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/prod-739a8d01-657a-452b-942e-00e45c0d5584.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满二年红本在手 实用带电梯顶楼复式  适合改善人群,388万,高楼层                                    (共9层)                                                                      | 2006年建 |                                4室2厅 | 122.5平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/pc1_7JoULgYRj.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五唯 一，上下两层真复式楼，近地铁， 配套齐全,390万,高楼层                                    (共6层)                                                                      | 2003年建 |                                5室2厅 | 115.64平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-b9579833-93a5-4782-8b45-9809e2078c3b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,业主诚心出售 户型方正 采光充足 看房随时,420万,低楼层                                    (共6层)                                                                      | 2003年建 |                                4室2厅 | 134.45平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-88425d25-ef81-4cea-95f8-698729f0352b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,双龙地铁口 公摊面积小 配套成熟,300万,中楼层                                    (共8层)                                                                      | 1998年建 |                                3室2厅 | 109.03平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_MBSpI6T5r_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,深房传麒尚林大洋房，叠加洋房带地下室,780万,低楼层                                    (共1层)                                                                      | 2014年建 |                                5室2厅 | 206.54平米                                  | 东 南,http://ke-image.ljcdn.com/440300-inspection/pc1_JLLKBuvru_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,鹏达摩尔城 6室2厅 南 北,550万,高楼层                                    (共31层)                                                                      | 2010年建 |                                6室2厅 | 161.64平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/prod-d2c3cbd7-a137-4788-9740-2aa1051fc66f.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,南联地铁站 宽阔5房 两层使用面积 前靠地铁 背靠公园,687.8万,高楼层                                    (共17层)                                                                      | 2008年建 |                                5室3厅 | 195.65平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/test-6dd2f9aa-0bc1-49ab-a1c5-7cdf674101e1.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,西班牙风格，上下两层，标准四房,498万,高楼层                                    (共18层)                                                                      | 2006年建 |                                4室2厅 | 117.91平米                                  | 西北,http://ke-image.ljcdn.com/440300-inspection/prod-dc6999c0-bb8b-4e13-89f8-4ea15e63e9a6.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,南联地铁口 叠翠新峰大三房 满五唯一红本在手,395万,低楼层                                    (共11层)                                                                      | 2006年建 |                                3室2厅 | 117.08平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/test-3dde9da4-31ef-4642-b663-0ca73356249a.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,近地铁口 精装修三房急卖 价格可谈 红本在手 税少,360万,中楼层                                    (共11层)                                                                      | 2008年建 |                                3室2厅 | 103平米                                  | 东南 南,http://ke-image.ljcdn.com/440300-inspection/pc1_93yIUN682_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,南联地铁口方正大三房满5年带大露台,360万,低楼层                                    (共11层)                                                                      | 2008年建 |                                3室2厅 | 103.32平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/test-8212c472-7b1b-4346-a2e7-c66e85abbe67.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,九州家园大三房，满五年省税，电梯房，业主诚心出售。,360万,中楼层                                    (共10层)                                                                      | 2003年建 |                                3室2厅 | 113.91平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_c4QO2unvo_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,精装三房  准地铁口   厅出阳台,325万,低楼层                                    (共27层)                                                                      | 2011年建 |                                3室1厅 | 89.13平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/prod-09440310-d330-46d9-81d4-cdd986b32f77.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,双地铁口上车盘 精装一房 朝南看花园 免个税 业主诚售,125万,高楼层                                    (共23层)                                                                      | 2011年建 |                                1室0厅 | 37.46平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/pc1_lUvuoAzkB_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,金汐府  51平大三房 使用率高,200万,低楼层                                    (共30层)                                                                      | 2015年建 |                                3室2厅 | 51平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_OMRw7zoGJ.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五年，中间楼层电梯房，业主诚意出售，户型采光很好,400万,中楼层                                    (共10层)                                                                      | 2003年建 |                                4室2厅 | 133.21平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/prod-9fcf8b01-926e-417c-aa0c-05e85f6bd18f.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,地铁，仙田，通透朝南大阳台，满五唯一，业主诚心卖必看好房,430万,中楼层                                    (共28层)                                                                      | 2008年建 |                                3室1厅 | 134.49平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/8df00f49-3dd9-400f-b395-2bb75b3cb724.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五唯一 ，户型方正厅出阳台的标准两房，有入户花园必看好房,315万,高楼层                                    (共27层)                                                                      | 2011年建 |                                2室1厅 | 71.87平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/9235d78d-ba6f-4c54-93d3-c64097a61adc.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,水岸新都，精装三房，环境好，中间楼层，看房方便新上,349万,中楼层                                    (共6层)                                                                      | 2006年建 |                                3室1厅 | 80.5平米                                  | 东 西,http://ke-image.ljcdn.com/hdic-frame/182a6ea2-27d4-47ac-9ca1-3b9133e18c54.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满5唯一税费少，业主诚心出售，看房方便 带租约,140万,中楼层                                    (共23层)                                                                      | 2011年建 |                                1室0厅 | 36.42平米                                  | 东南 南,http://ke-image.ljcdn.com/hdic-frame/standard_2049fd46-22b2-4f61-ae0d-5ecd215cb7f9.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,怡龙枫景园 3室1厅 南 北,450万,高楼层                                    (共26层)                                                                      | 2011年建 |                                3室1厅 | 88.21平米                                  | 南 北,http://ke-image.ljcdn.com/hdic-frame/e65dd293-d991-438b-92ad-28f2f9ef32d7.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,此房满五，楼层好，动静分明，全明格局,350万,中楼层                                    (共24层)                                                                      | 2008年建 |                                3室1厅 | 82.43平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/3a4725ab-9220-40e9-b9ab-b0601e89b5f9.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,公园花半里 3室2厅 南,410万,中楼层                                    (共33层)                                                                      | 2017年建 |                                3室2厅 | 89.65平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/19fd3a63-756f-4b0a-acf9-1814e87cc960.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五税费少，业主保养好，主要业主诚心，地铁口物业新上,438万,中楼层                                    (共28层)                                                                      | 2015年建 |                                4室2厅 | 87.72平米                                  | 南 北,http://ke-image.ljcdn.com/hdic-frame/680e9fe9-8484-4d76-bc76-d95e16aaba41.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,此房满五年唯一税费少，中高楼采光通风视野好，朝南。,335万,中楼层                                    (共32层)                                                                      | 2014年建 |                                2室1厅 | 79.28平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/fac5ce00-08f8-45a7-ae72-a0fbffe195c8.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,龙岗百万大盘龙园大观 南北通双阳台4房 业主诚心出售,650万,中楼层                                    (共46层)                                                                      | 2017年建 |                                4室2厅 | 121.89平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/a3e407b8-cf8d-4b40-a445-a665cf360784.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,标准三房，户型方正实用，高楼层，看小区园林新上,460万,高楼层                                    (共46层)                                                                      | 2017年建 |                                3室2厅 | 89平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,龙岗区,龙岗双龙,鹏达摩尔城 2室1厅 东南新上,350万,中楼层                                    (共31层)                                                                      | 2010年建 |                                2室1厅 | 81.96平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/2f5e9515-e18e-4108-bbea-61cb6b220b39.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,高楼层，视野开阔 南联地铁口 生活配套齐全新上,368万,高楼层                                    (共31层)                                                                      | 2010年建 |                                3室1厅 | 92.54平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/prod-30b159e6-a7d5-42f8-a184-246cabe9e689.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,一手业主 满五唯一 得房率高 诚心出售新上,520万,中楼层                                    (共32层)                                                                      | 2014年建 |                                4室2厅 | 88.54平米                                  | 西北,http://ke-image.ljcdn.com/hdic-frame/7eb4df39-f78f-4d84-8296-5ba475bf177b.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,南联地铁站 喜悦里50万精装修 看花园视野无遮挡,590万,低楼层                                    (共31层)                                                                      | 2014年建 |                                3室1厅 | 111.7平米                                  | 东 东南,http://ke-image.ljcdn.com/hdic-frame/standard_4b2e9e4a-0bc5-4b24-9cb8-b013cfb2373f.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五年唯一住宅，户型方正三房两厅两卫，视野宽阔,350万,高楼层                                    (共6层)                                                                      | 2004年建 |                                3室2厅 | 102.57平米                                  | 东北,http://ke-image.ljcdn.com/hdic-frame/53d9c253-a6c3-4a12-9e9d-a09951f28f98.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,地铁口一房厅，带私家小花园，诚心出售,229万,低楼层                                    (共27层)                                                                      | 2009年建 |                                1室1厅 | 47.88平米                                  | 西北,http://ke-image.ljcdn.com/hdic-frame/6e496dc7-8d50-44bc-adb2-76eba5500b56.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,此房位于水岸新都大社区 环境优美 业主诚心卖,275万,高楼层                                    (共28层)                                                                      | 2008年建 |                                2室1厅 | 64.04平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/c75348bf-d063-4065-80db-68f452b03f8f.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,此房位于水岸新都大社区 环境优美 业主诚心卖,375万,高楼层                                    (共28层)                                                                      | 2008年建 |                                2室1厅 | 86.72平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/b7d149b5-64b5-4a8d-a8c3-b332725b4c37.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,南联地铁站 6房复式 满五唯一,631万,高楼层                                    (共6层)                                                                      | 2003年建 |                                6室2厅 | 240.7平米                                  | 西南 东北,http://ke-image.ljcdn.com/hdic-frame/10b97cbf-0b3c-4a8a-a86d-0f932dbd905b.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,房子户型方正，朝南向，业主包增值税，诚心出售！,450万,高楼层                                    (共31层)                                                                      | 2014年建 |                                3室2厅 | 80.65平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/fcbf4889-3038-4e76-bbec-23bbfde16101.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,房子户型方正优质，满五年 可免增值税,360万,中楼层                                    (共6层)                                                                      | 2007年建 |                                3室2厅 | 92.68平米                                  | 东,http://ke-image.ljcdn.com/hdic-frame/f1da8a01-bc83-4c5a-aa31-2edddfff12f8.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,户型方正，客厅出阳台,光线充足,视野好，,330万,中楼层                                    (共31层)                                                                      | 2017年建 |                                2室1厅 | 69.16平米                                  | 南 北,http://ke-image.ljcdn.com/hdic-frame/18bf3c7e-a5a5-4d78-b240-b85a0a753646.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,此房满五 红本在手 双阳台 通风 采光好,370万,中楼层                                    (共10层)                                                                      | 2003年建 |                                3室2厅 | 114.94平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/8777ec26-e5d7-40cc-996f-f7f45e0ec16c.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,大型购物商场海航城（天玑城），三楼旺铺,1000万,低楼层                                    (共29层)                                                                      | 2016年建 |                                6室2厅 | 266.25平米                                  | 东,http://ke-image.ljcdn.com/hdic-frame/d72bd009-4f5a-4251-ba1a-0898902d206f.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,佳兆业 商铺 42栋大社区 旁边社区密集,230万,低楼层                                    (共5层)                                                                      | 2007年建 |                                1室1厅 | 50.15平米                                  | 东南,http://ke-image.ljcdn.com/440300-frame/99e29b9b-3eb9-4fd6-8ef7-1d4f35ab712a.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,东方瑞景苑 双地铁口物业 正规三房 业主自住保养好,329.9万,中楼层                                    (共27层)                                                                      | 2011年建 |                                3室2厅 | 89.43平米                                  | 南 北,http://ke-image.ljcdn.com/hdic-frame/ed2ccd5c-e88e-43eb-9585-8c22a81f1c66.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五唯一   装修好  欠款少  看房方便,320万,中楼层                                    (共27层)                                                                      | 2011年建 |                                3室1厅 | 89.13平米                                  | 东北,http://ke-image.ljcdn.com/hdic-frame/9dce6a4f-72bb-4c7e-aaf5-a5026cb8415b.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,地铁口 次新小区满京华喜悦里 红本诚心出售,450万,高楼层                                    (共31层)                                                                      | 2014年建 |                                3室2厅 | 88.09平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/cdc3818e-9688-4999-946e-d9e3412253ee.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,锦城优质一房，业主诚心卖。。。,105万,低楼层                                    (共6层)                                                                      | 2006年建 |                                1室0厅 | 31.98平米                                  | 南,http://ke-image.ljcdn.com/440300-frame/add27440-d62e-4c61-b8e5-6bc003cea05d7.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,此房满五唯一，三房 开间较大，视野开阔，采光充足,330万,高楼层                                    (共17层)                                                                      | 2014年建 |                                3室1厅 | 79.4平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/b94a95f4-3f57-4360-a79c-d20a9a95cac1.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,喜悦里 131.69平  业主含增值税出售，诚心 ，价格可谈,630万,低楼层                                    (共31层)                                                                      | 2013年建 |                                4室2厅 | 131.69平米                                  | 东南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,龙岗区,龙岗双龙,龙岗水岸新都 三房满五年欠款少 税费少业主诚心卖,350万,中楼层                                    (共28层)                                                                      | 2008年建 |                                3室1厅 | 86.89平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/20d7b70d-c630-46fa-a0d6-0e5a2c82cb6b.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,全新装修 位置优势 业主诚心出售,133万,低楼层                                    (共3层)                                                                  1室1厅 | 30.37平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/6191458d-65df-41f9-8388-461f1c264272.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,南联地铁口物业，封闭管理花园小区,540万,高楼层                                    (共31层)                                                                      | 2014年建 |                                5室1厅 | 111.7平米                                  | 东南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,龙岗区,龙岗双龙,水岸新都大房，中间楼层，业主诚心出售,385万,中楼层                                    (共26层)                                                                      | 2007年建 |                                4室1厅 | 108.8平米                                  | 西,http://ke-image.ljcdn.com/hdic-frame/b823b940-2437-47f8-a102-1212431761d8.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,小区人车分流，3房南北通格局，采光视野好,310万,中楼层                                    (共11层)                                                                      | 2006年建 |                                3室2厅 | 105.36平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/3e6b4527-3fd2-4950-80e0-97629c11d102.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,佳兆业大社区，标准大4房，户型方正，使用率高,450万,高楼层                                    (共25层)                                                                      | 2007年建 |                                4室1厅 | 124.43平米                                  | 西南,http://ke-image.ljcdn.com/hdic-frame/d561fcd3-1c07-452e-b6ef-af8dfd6b7f1d.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,龙岗龙园公园旁龙园印象 精装三房满5 业主诚心出售,350万,中楼层                                    (共15层)                                                                      | 2007年建 |                                3室2厅 | 72.74平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/c9ed21c9-be82-49f4-a10c-4a881a2ae2d1.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五唯一  三号线 南联站 鹏达花园 南北三房 诚售,350万,中楼层                                    (共6层)                                                                      | 2003年建 |                                3室1厅 | 111平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/6a8afd17-ccda-4f8b-b92b-e32eb11033c4.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满京华正规四房推荐 精致装修 可拎包,520万,中楼层                                    (共31层)                                                                      | 2014年建 |                                4室2厅 | 88.54平米                                  | 西南,http://ke-image.ljcdn.com/hdic-frame/cdc3818e-9688-4999-946e-d9e3412253ee.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,房子户型方正朝西南看小区园林安静,140万,低楼层                                    (共23层)                                                                      | 2011年建 |                                1室0厅 | 31.89平米                                  | 西南,http://ke-image.ljcdn.com/440300-inspection/566735df-9d4e-4f98-9715-ec027303efcf.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,龙岗中  心城  德沁苑  标准3房2厅   业主诚心出售,360万,高楼层                                    (共11层)                                                                      | 2008年建 |                                3室2厅 | 85.37平米                                  | 南,http://ke-image.ljcdn.com/440300-frame/cf9ce8d3-adc8-4dd6-af29-f23fd853c35f.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,华兴苑 地铁口宽大二房 生活配套齐 满五2房。,300万,中楼层                                    (共10层)                                                                      | 2005年建 |                                2室1厅 | 84.57平米                                  | 东,http://ke-image.ljcdn.com/hdic-frame/d65149da-905d-4b49-951a-61758c6f1e1c.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,单本证 看房方便 东南朝向 中间楼层 诚心出售,699万,中楼层                                    (共18层)                                                                      | 2006年建 |                                4室2厅 | 162.49平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/9c180642-a976-45c3-acd1-fda1fadddd57.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,毛坯，双层复式，环境优美，价格便宜，价格可谈,720万,高楼层                                    (共6层)                                                                      | 2003年建 |                                6室2厅 | 240.27平米                                  | 西南,http://ke-image.ljcdn.com/440300-frame/bf1d0fa1-27ea-49d2-8705-b79571b228169.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,精装正规3房2厅2卫.前后双阳台.采光好通透,400万,中楼层                                    (共6层)                                                                      | 2003年建 |                                4室2厅 | 125.29平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/f0ae09a1-1f90-4b5c-b5b3-e435d9e42bff.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,九州家园大三房  宽敞明亮 装修保养好 税费少,355万,中楼层                                    (共6层)                                                                      | 2003年建 |                                3室1厅 | 116.72平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/0262cd84-8dc8-433b-b098-689cfd2c45be.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,金汐府 3室2厅 东南,180万,低楼层                                    (共30层)                                                                      | 2015年建 |                                3室2厅 | 59.61平米                                  | 东南,http://ke-image.ljcdn.com/440300-frame/20e092a3-626c-43e9-85d1-a013622a6aef.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五唯一 ，诚心出售，保养好！,360万,中楼层                                    (共10层)                                                                      | 2003年建 |                                3室2厅 | 113.88平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/fa97fa2b-30c4-44e8-a749-f8db9ae31d3e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,房子满2年不是唯一真复式两层朝南,500万,中楼层                                    (共18层)                                                                      | 2006年建 |                                4室2厅 | 118.19平米                                  | 西南,http://ke-image.ljcdn.com/hdic-frame/5a385371-3f28-41a9-80d8-05778b0e04cc.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,龙岗 南联双龙地铁站 满京华写字楼 95.13平 70年产权,250万,低楼层                                    (共25层)                                                                      | 2014年建 |                                1室1厅 | 95.13平米                                  | 北,http://ke-image.ljcdn.com/440300-frame/58143ec6-9086-4590-a65d-6e0cf4c6b12d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,龙岗 南联双龙地铁站 大社区满京华喜悦里写字楼好收成,186万,低楼层                                    (共25层)                                                                      | 2014年建 |                                1室1厅 | 73.19平米                                  | 南,http://ke-image.ljcdn.com/440300-frame/1bdfecc5-3355-494a-860e-f5f5dd975a27.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
