20210128,天河,珠江新城西,漾晴居 高楼层 品质小区 间隔方正 实用率高 近地铁必看好房,988万,高楼层                                    (共33层)                                                                      | 2001年建 |                                3室2厅 | 93.84平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/pc1_C8LzI8Qij_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,南向开间住宅，70年产权，近地铁税费少,295万,中楼层                                    (共30层)                                                                      | 2005年建 |                                1室0厅 | 42.92平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_BkTaqIxNu_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,南天广场高层南向小三房看房方便必看好房,606万,高楼层                                    (共33层)                                                                      | 1997年建 |                                3室2厅 | 101.91平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_C5G362Dry_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,采光充足，配套设施成熟齐全，近地铁，交通便利,330万,低楼层                                    (共30层)                                                                      | 2005年建 |                                1室0厅 | 43.11平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_68SZRV8v7_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,格局方正 采光通风好 交通方便,300万,高楼层                                    (共28层)                                                                      | 2003年建 |                                1室0厅 | 45.67平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_qOp4emQym_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,嘉裕礼顿阳光 中楼层南向单位 通风采光好,428万,中楼层                                    (共30层)                                                                      | 2005年建 |                                1室1厅 | 55.14平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_hfYOGLIR8_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,星汇云锦 中高楼层视野开阔 房子保养状态好,1020万,中楼层                                    (共45层)                                                                      | 2010年建 |                                1室1厅 | 85.63平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/pc1_447We6KRG_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,广弘天琪，近地铁，中高层东向，采光好,420万,中楼层                                    (共31层)                                                                      | 2005年建 |                                1室1厅 | 41.64平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/pc1_DrMxHItTy_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,方正三居室，带南向大阳台，西向小阳台,918万,高楼层                                    (共20层)                                                                      | 2004年建 |                                3室1厅 | 97平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_7xHcREQTA_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,高楼层，视野开阔，户型方正实用,430万,中楼层                                    (共30层)                                                                      | 2005年建 |                                1室1厅 | 55平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/5874ff1a-6a4c-4f73-904c-a1788942886a_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,高楼层，三房南向，采光好，户型方正,820万,中楼层                                    (共25层)                                                                      | 1998年建 |                                3室2厅 | 118平米                                  | 南,http://ke-image.ljcdn.com/440100-inspection/pc1_gGjHtrM0o_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,佛奥广场精装修，视野开阔，方正实用，功能间齐全。,350万,中楼层                                    (共30层)                                                                      | 2013年建 |                                1室1厅 | 55.06平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_wEVLWTTzI_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,嘉裕礼顿阳光 一房一厅单位 有阳台 景观好,450万,高楼层                                    (共30层)                                                                      | 2005年建 |                                1室1厅 | 63平米                                  | 北,http://ke-image.ljcdn.com/440100-inspection/pc1_R3X06aWiK.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,富力爱丁堡 南向的房子 装修保养良好,583万,中楼层                                    (共32层)                                                                      | 2007年建 |                                1室1厅 | 97.17平米                                  | 南,http://ke-image.ljcdn.com/440100-inspection/prod-38655f47-66bf-43c9-82b1-938d82add706.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,高层南向 商务地段 配套成熟 交通便利,275万,高楼层                                    (共28层)                                                                      | 2003年建 |                                1室0厅 | 43.5平米                                  | 南,http://ke-image.ljcdn.com/440100-inspection/pc1_UBqMBb2Oa_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,珠江新城西，杨箕东小区，精致两房,233万,高楼层                                    (共9层)                                                                      | 1992年建 |                                2室1厅 | 51.48平米                                  | 南,http://ke-image.ljcdn.com/440100-inspection/pc1_eDsg928Rn_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,丽晶华庭 舒适居家三房 看房方便,820万,中楼层                                    (共30层)                                                                      | 1998年建 |                                3室2厅 | 125.86平米                                  | 北,http://ke-image.ljcdn.com/440100-inspection/prod-89d1d251-4184-4ba0-b0af-866f87797ba9.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,房住宅不是公寓，业主比较有诚意卖。,280万,中楼层                                    (共29层)                                                                      | 1998年建 |                                1室0厅 | 40.27平米                                  | 南,http://ke-image.ljcdn.com/440100-inspection/prod-8f931b0e-109f-4321-a648-d022b34d50a6.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,业主城心放卖，实用方正，看房方便,230万,低楼层                                    (共30层)                                                                      | 2013年建 |                                1室0厅 | 37平米                                  | 西,http://ke-image.ljcdn.com/440100-inspection/prod-81a91368-7060-47c3-bd3f-5d363ebcb9cc.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,星汇国际 精致大单间 新装修 新家电,268万,高楼层                                    (共28层)                                                                      | 2003年建 |                                1室0厅 | 43.92平米                                  | 北,http://ke-image.ljcdn.com/440100-inspection/3af1a1c6-b948-4c64-a5d1-fcda1ee04bf5_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,珠江新城 双城国际南向一房出售 配套齐全 交通便利,380万,高楼层                                    (共29层)                                                                      | 1998年建 |                                1室0厅 | 48.88平米                                  | 南,http://ke-image.ljcdn.com/440100-inspection/d34d02b6-49f7-4329-8ca7-7597ef39831b_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,富力爱丁堡 高楼层南向单位 采光好 空间宽敞,498万,高楼层                                    (共32层)                                                                      | 2007年建 |                                1室1厅 | 97.17平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/4db1f109-613e-44c7-9548-61127866f6a4_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,盈力罕有户型东向单间出售 带租约6500每月,217万,中楼层                                    (共30层)                                                                      | 2005年建 |                                1室0厅 | 62.07平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/pc1_78Aah6Mvn_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,富力爱丁堡 中楼层东向单位 格局方正 宽敞一房一厅,530万,中楼层                                    (共32层)                                                                      | 2007年建 |                                1室1厅 | 91.31平米                                  | 东,http://ke-image.ljcdn.com/440100-inspection/prod-9a4cce24-1d1c-4045-b35a-46125ca0b90a.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,富力盈力南向单间出售，仅185万 即买即收租,190万,低楼层                                    (共30层)                                                                      | 2005年建 |                                1室0厅 | 54.13平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_7ygKQw4LR_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,高层复式，使用面积大，采光好，视野开阔,280万,高楼层                                    (共29层)                                                                      | 2005年建 |                                1室1厅 | 52.87平米                                  | 北,http://ke-image.ljcdn.com/440100-inspection/pc1_CDS2tJVJh_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,星汇园 东南向复式六房  户型方正,2600万,高楼层                                    (共32层)                                                                      | 2001年建 |                                6室2厅 | 234.41平米                                  | 东南,http://ke-image.ljcdn.com/440100-inspection/prod-bf80972d-8fe7-4d02-a8d7-2c8d4a9923a2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,新大厦国际公寓 高楼层单位 视野景观好,1250万,中楼层                                    (共30层)                                                                      | 1998年建 |                                3室2厅 | 175.4平米                                  | 西,http://ke-image.ljcdn.com/440100-inspection/c90f773f-bb6d-4cfb-afcc-312aa5796e86_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,富力盈丰大厦 采光充足 间隔方正,188万,低楼层                                    (共29层)                                                                      | 2005年建 |                                1室0厅 | 51.44平米                                  | 北,http://ke-image.ljcdn.com/440100-inspection/prod-9ac8039c-d9be-4e5b-896f-021625dd4be5.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,铂林国际公寓，落地大窗，采光通风好，交通便利,330万,低楼层                                    (共22层)                                                                      | 2005年建 |                                1室1厅 | 43.1平米                                  | 北,http://ke-image.ljcdn.com/440100-inspection/prod-369fb3b8-3ecb-497d-9d5c-19b58686c148.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,南向，采光充足，配套齐全，交通便利,327万,低楼层                                    (共22层)                                                                      | 2005年建 |                                1室1厅 | 37平米                                  | 南,http://ke-image.ljcdn.com/440100-inspection/prod-23fc73da-54bb-40ba-8f83-3340b4c99c96.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,*大厦 高层北向 复式三房 采光好,936万,高楼层                                    (共33层)                                                                      | 1997年建 |                                4室2厅 | 156.96平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_bAmHdVrYQ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,星汇云锦 楼层好 安静舒适 视野开阔,780万,高楼层                                    (共45层)                                                                      | 2010年建 |                                1室1厅 | 86.35平米                                  | 西北,http://ke-image.ljcdn.com/440100-frame/c68e508d-2a94-46d0-8f69-8bfced527394.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,佛奥广场，珠江新城地铁300米，楼层采光好，总价低,220万,低楼层                                    (共30层)                                                                      | 2013年建 |                                1室1厅 | 37.7平米                                  | 东,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210128,天河,珠江新城西,佛奥广场 小户型单位 带装修 西向有大窗户,205万,中楼层                                    (共30层)                                                                      | 2013年建 |                                1室0厅 | 32.89平米                                  | 西,http://ke-image.ljcdn.com/440100-inspection/60ec9ec7-b57a-4fe2-abb0-57d53510f5de.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,星汇国际 装修保养好 中高层 安静采光,280万,高楼层                                    (共28层)                                                                      | 2003年建 |                                1室0厅 | 44.13平米                                  | 南,http://ke-image.ljcdn.com/440100-inspection/7b56b1dd-2956-4ed3-a2e0-66256585231b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,业主诚心放卖 保养新净 户型方正,278万,高楼层                                    (共30层)                                                                      | 2013年建 |                                1室0厅 | 38平米                                  | 西,http://ke-image.ljcdn.com/440100-inspection/6c11f23c-3202-4b96-a513-23454b0605f9.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,星汇园  高层北向大三房 户型方正好用,1200万,中楼层                                    (共32层)                                                                      | 2001年建 |                                3室2厅 | 113平米                                  | 北,http://ke-image.ljcdn.com/440100-inspection/498751c5-8406-4d68-8192-d088c29d2afc.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,公司物业，各付各税，整层打通，景观好,7000万,中楼层                                    (共28层)                                                                      | 2003年建 |                                4室2厅 | 941.41平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210128,天河,珠江新城西,珠江新城西区   红本无抵押     户口无占用,280万,高楼层                                    (共22层)                                                                      | 2005年建 |                                1室1厅 | 34.57平米                                  | 北,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
