20210128,龙岗区,布吉南岭,爆炸急卖，满五唯一好房，看房方便。必看好房,500万,高楼层                                    (共31层)                                                                      | 2016年建 |                                3室1厅 | 87平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_5cqO23CSW_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,一楼正规3居室，满5年红本在手，业主诚心出售,360万,低楼层                                    (共7层)                                                                      | 1997年建 |                                3室2厅 | 88.92平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/2c80c907-b484-4ead-8b16-ccfde4816705.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,恒大国香山 看山水高楼层 精装三房,435万,中楼层                                    (共41层)                                                                      | 2015年建 |                                3室2厅 | 88.68平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/prod-d5fe273c-d271-454a-b09b-9e4f7e7e6cef.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,万科三期精装两房，高楼层，看梧桐山,300万,中楼层                                    (共46层)                                                                      | 2016年建 |                                2室2厅 | 63.07平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/7f71c527-e7cf-4333-8fb3-9bc7280a80d1.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,恒大精装五房，两梯三户，南北朝向,880万,高楼层                                    (共40层)                                                                  5室2厅 | 196.9平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/598fdadc-4ca2-4b13-85d4-2dfdcc165790.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,万科公园6号 四房  高楼层  视野好,750万,中楼层                                    (共44层)                                                                      | 2017年建 |                                4室1厅 | 125.33平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/9ae78fe1-2011-4154-ada0-e1e2ab442221.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,恒大南向精装三房诚售，靓户型！,450万,低楼层                                    (共42层)                                                                      | 2015年建 |                                3室1厅 | 89.17平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/930442fa-60fa-4aaa-a9e9-5cafe2ffd3ac.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,龙岗布吉三房两卫 南北通 满二保养好,400万,低楼层                                    (共18层)                                                                      | 2009年建 |                                3室2厅 | 95.48平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/490f1cd0-65c5-4d56-b1ab-90ba38cb4bd5.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,公园里70年产权两房，高楼层，观小区内景,295万,高楼层                                    (共46层)                                                                      | 2016年建 |                                2室1厅 | 63.21平米                                  | 西北,http://ke-image.ljcdn.com/440300-inspection/rsp_pic_upload6e19cf84-6117-49dc-b5ff-3e3becb5938e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,恒大国香山 1室0厅 东南,330万,低楼层                                    (共41层)                                                                      | 2015年建 |                                1室0厅 | 59.52平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/rsp_pic_upload4350da1c-006e-47a0-8e3c-2f987889ef53.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,大世纪水山缘经典3房 满五唯一红本费用少带空中花园新上,499万,中楼层                                    (共11层)                                                                      | 2005年建 |                                3室2厅 | 83.25平米                                  | 西北,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210128,龙岗区,布吉南岭,此房满五年唯一，光线好！交易税费少!,976万,中楼层                                    (共40层)                                                                  4室2厅 | 195.12平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210128,龙岗区,布吉南岭,龙岗布吉鸿润豪苑 满五年税费少,215万,低楼层                                    (共18层)                                                                      | 2009年建 |                                1室1厅 | 46.96平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/pc1_7ALyEGKXp_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,布吉鸿润豪苑2房南北通户型看山景住家舒适,300万,低楼层                                    (共18层)                                                                      | 2009年建 |                                2室2厅 | 63.94平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_QVp6USItf_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,万科公园里单间+中间位置朝南+位置安静,230万,低楼层                                    (共29层)                                                                      | 2012年建 |                                1室0厅 | 39.29平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-4ae8807c-8d0f-4e27-b956-dc1e7b3b0e7b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,大世纪水山缘正规两房，价格美丽。,350万,中楼层                                    (共11层)                                                                      | 2004年建 |                                2室1厅 | 63.63平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_BaXTnJBPI_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
