20210128,福田区,新洲,福田新洲7号线沙尾地铁口两房出售必看好房,600万,高楼层                                    (共32层)                                                                      | 2007年建 |                                2室2厅 | 73.42平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/446a2f5f-1c91-4e43-afab-84322363ffb6_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,福田正规大两房，紧挨上沙地铁口，业主诚心出售。,580万,中楼层                                    (共15层)                                                                      | 2001年建 |                                2室2厅 | 79.46平米                                  | 西南 西,http://ke-image.ljcdn.com/110000-inspection/31a68e9e-c168-4f27-ac37-b0278d7e85b9_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,复式格局2房南向大两房38平，红本在手，业主诚心卖。,338万,低楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 38.44平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/ff2a164a-d145-4a21-aa98-901bac021ca6_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,高楼层可看海，朝南两房期待有缘的你来看它。必看好房,258万,高楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 26.92平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/3721b08d-4494-470c-8189-db9d667382c6_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,方正三房两卫户型 产权情况良好 楼层合适 位置好必看好房,749万,中楼层                                    (共22层)                                                                      | 2001年建 |                                3室2厅 | 103.79平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/08fdf8a4-9ea5-49b7-bae7-2a45643a2683_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,高品质精装 格局合理 复式两房 即买即住即租,470万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 39.97平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/b6129d6a-e092-4985-ae8e-afb83d782f7b_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,上沙地铁站实用三房 户型通透 双阳台 安静南向,598万,低楼层                                    (共23层)                                                                      | 1995年建 |                                3室1厅 | 93平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/4f0eb23f-cbab-4f34-a7dc-7f5d4464f810_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,小区新2013年入伙，复式格局，实用率高，离地铁口近,300万,低楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 33.76平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/bf5326dc-6bbd-4abf-82ec-a1dc0b7091d2_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,诚心出售，红本在手，过户快，满五年,680万,低楼层                                    (共33层)                                                                      | 1996年建 |                                3室1厅 | 108.81平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/ef83d855-e807-48ac-af25-1ea9978a8d95_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,小区新2013年入伙，复式格局，实用率高，离地铁口近,600万,低楼层                                    (共20层)                                                                      | 2013年建 |                                5室1厅 | 70.91平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/6dd3b3ce-d897-41d2-8b20-09b690bb15fa_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,房子楼盘新，住家氛围好，看房方便，诚心出售,388万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 39.97平米                                  | 西南,http://ke-image.ljcdn.com/440300-inspection/prod-20d59c00-450f-4b65-8f46-eea1bbba5fc7.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润复式两房，诚心出售。。。。。,305万,高楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 35.16平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/044fe00f-c79e-4d2c-83ae-b5d76d3cdca1_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,满5年以上，红本在手，房子装修好，诚心出售！必看好房,735万,中楼层                                    (共22层)                                                                      | 2001年建 |                                3室2厅 | 104.28平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/5439019c-de8c-49d1-a1ee-d2bd38379315_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,福田次新复式两房，近地铁口 格局好 精装修,285万,低楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 35.28平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/prod-e666d404-f1a1-4b2a-9c6e-d855e5dd725f.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润13年次新房，中楼层西向，安静。采光好。,276万,中楼层                                    (共20层)                                                                      | 2013年建 |                                1室1厅 | 33.88平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/e6e32381-2340-4f69-b02a-8673e6a78ecf_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,朝南向大三房+1格局，跃层结构，采光舒适，居家氛围,980万,低楼层                                    (共20层)                                                                      | 2001年建 |                                3室2厅 | 125.4平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_r1uVpLGFJ.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,13年楼盘 通燃气 户型方正两房 楼层高 装修好,315万,高楼层                                    (共27层)                                                                      | 2012年建 |                                2室1厅 | 41.07平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/5a7727fd-ba53-4915-81f2-e37961b09c24_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,13年次新房，70年产权复式，使用率高，动静分离,350万,高楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 33.76平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/97761c95-1028-4494-a234-27a1cfab4796_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,客厅出大阳台，标准一房一厅，红本在手必看好房,350万,中楼层                                    (共20层)                                                                      | 2006年建 |                                1室1厅 | 39.71平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/ade2f1a7-a1e6-4378-bcfc-52a1d2a9ab92_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,70年产权，房子动静分离，私密性强，采光和视野好,249万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 26.73平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/b9ec0900-fc0e-4f2e-ab94-7be56dbf8463_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,13年次新房，高楼层正南向大4房，过户价过户税费低,575万,高楼层                                    (共20层)                                                                      | 2013年建 |                                4室2厅 | 61.41平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/960669cb-26e3-4285-8bc1-2886128e83bb_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉州富苑 户型方正，装修精致。采光好，带燃气.,260万,高楼层                                    (共27层)                                                                      | 2012年建 |                                1室0厅 | 40.23平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/pc1_KpCDXExWa_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,福田次新房，70年产权复式，精装修南向两房，高使用率,278万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 26.92平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/1c48da79-f037-496d-a722-847899229d75_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,满五年红本在手  业主诚心卖！！！,679万,中楼层                                    (共33层)                                                                      | 1996年建 |                                3室1厅 | 108.81平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/1d510722-99bb-4b95-81ed-6f8acd67c617_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,大花园社区 配套全齐 出行便利 楼下就是地铁站,1600万,低楼层                                    (共4层)                                                                      | 1998年建 |                                4室2厅 | 231.86平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/ab4b20c7-d0b1-4b37-ada3-1b361e4f324a_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,南向复式大两房，通燃气，双卫，装修楼层好!!,388万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 39.97平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/524d9bd5-7554-41be-988c-ed8683abff3a_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,70年产权复式 业主诚心卖 户型方正,275万,低楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 35.16平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/prod-c8e6f5eb-3617-4e15-b222-dd337bf02245.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,诚心出售！大金沙片区 金沙花园 复式5房,1318万,高楼层                                    (共6层)                                                                      | 1997年建 |                                5室3厅 | 196.37平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/a88a350b-d086-4a64-b592-427fb82f59be_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,高层朝东、精装2房1厅、诚心出售,280万,中楼层                                    (共27层)                                                                      | 2012年建 |                                2室1厅 | 41.02平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/25547663-b83e-4e8d-93fa-ed9f360e4991_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,精装修，采光好，配套齐全，停车方便,320万,高楼层                                    (共27层)                                                                      | 2012年建 |                                1室1厅 | 36平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/e945a14a-b837-4afe-9fd5-679097a35336_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,70年产权商务性质，高层复式两房，精致装修！,289万,高楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 35.28平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/55a338a7-b66e-41f6-bf29-f34a6e87de83_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,复式结构， 13年新楼盘，70年产权商务,410万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 47.91平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/9c123e1b-73c0-429e-b80b-7b865648222e_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润13年次新房公寓，70年产权复式 业主诚心卖,315万,高楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 34.15平米                                  | 西,http://ke-image.ljcdn.com/440300-inspection/prod-8ef3ceb1-6fee-473e-80c7-046186624d69.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,金沙花园安心好房 顶楼复式 水电防水优化,1100万,高楼层                                    (共7层)                                                                      | 1997年建 |                                4室2厅 | 180.96平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/c480152a-5912-4944-9f80-77ee5d445815_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,70年产权商务公寓 4.9米层高 带燃气 民用水电！,615万,高楼层                                    (共20层)                                                                      | 2013年建 |                                4室1厅 | 61.41平米                                  | 西南,http://ke-image.ljcdn.com/440300-inspection/pc1_09a8BK5fZ.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,13年新楼盘，复式结构，70年产权,365万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 41.18平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/0ff0dcc2-bc0f-4be7-a720-4d2ccd02a335_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润35平带燃气，70年产权复式！,320万,低楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 34.51平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/9f697fd8-d2b2-4695-891d-66ab50568eb2_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,福田嘉葆润金座70年产权，少有带燃气复式两房,360万,高楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 34.8平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/29e71333-d7f4-43f8-8a8e-973a71eeeae9_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,新洲大厦：南向两房改三房户型，满5唯一红本在手，,590万,低楼层                                    (共33层)                                                                      | 1996年建 |                                3室1厅 | 91.92平米                                  | 西南,http://ke-image.ljcdn.com/440300-inspection/d814bf43-af2c-4cef-a84c-8cb72ea7c57b_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润金座 2室1厅 南,345万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 38.44平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-0d0f3fbf-5e8a-41ed-8d47-9c523100811d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,小高层   满五年无欠款 业主诚心出售,610万,中楼层                                    (共15层)                                                                      | 2004年建 |                                2室2厅 | 69.77平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/a948fafa-402d-404e-88b4-77e79c27eb3c_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,70年复式，装修保养很好，诚心出售,340万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 35平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/21e0a2b1-2ed7-4dad-ad94-a5b33d77efd6_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润金座 2室1厅 东北,295万,低楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 35.16平米                                  | 东北,http://ke-image.ljcdn.com/440300-inspection/prod-b530f67d-5735-4c28-a991-15558442843d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,商务g寓 朝南向安静两房 阳光足,278万,中楼层                                    (共27层)                                                                      | 2012年建 |                                2室1厅 | 40.98平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/761ddae4-3607-4f42-a2a3-f48c4cb6b3ce_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,70年产权复式 13年新楼盘 轻奢精装,300万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 34.34平米                                  | 西,http://ke-image.ljcdn.com/440300-inspection/pc1_BP9M8q5Qc_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,福田新洲，新小区，低总价，配套齐全。,430万,高楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 47.91平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_OLdMZDc9C.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,70年产权公寓 4.9层高 带然气 民用水电,650万,中楼层                                    (共20层)                                                                      | 2013年建 |                                4室1厅 | 61.41平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/d5304a3d-59c8-4eb5-8d71-83f8edee88da_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润13年次新房，70年产权复式 业主诚心卖,300万,低楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 34.69平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/a51167b0-bdbd-42d1-b544-680fb0588e4b_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,70年产权带燃气，通风采光好，红本在手,288万,低楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 34.88平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/prod-31d99a77-2495-4a27-bae0-df5c8095fd23.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润13年次新房，70年产权，高楼层南向，复式2房2卫,680万,中楼层                                    (共20层)                                                                      | 2013年建 |                                4室2厅 | 76.88平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/b4c79789-5232-4105-9d9b-2a547909a575_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,房子户型方正，业主自己住，精装修，看房也方便。,957万,低楼层                                    (共20层)                                                                      | 2001年建 |                                5室2厅 | 136.72平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/prod-f91d1cf6-0084-4ed8-803c-bd0787a23e40.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,绿景中城天邑，优质南北通3+1房，车位充足,1590万,高楼层                                    (共32层)                                                                      | 2008年建 |                                4室2厅 | 137.48平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/prod-abb40167-d675-4858-9d40-b6390725846d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润复式2房，70年产权带燃气，高楼层通风采光好,366万,高楼层                                    (共20层)                                                                      | 2013年建 |                                2室2厅 | 39.97平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-01573d4a-efba-4363-8870-8dad95edfa90.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润复式3房 总价低 通燃气出阳台 中高层好风光,520万,高楼层                                    (共20层)                                                                      | 2013年建 |                                3室1厅 | 51.88平米                                  | 北 东北,http://ke-image.ljcdn.com/110000-inspection/424cdeed-6b58-483b-86c7-7f238a4060e2_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,13年入住的次新小区，属于复式小两房，总价便宜。,258万,低楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 26.92平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-809b81a1-bdcb-4d73-b417-2321cd24e210.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,绿景花园 安静看花园大三房 地铁口物业,900万,中楼层                                    (共13层)                                                                      | 1998年建 |                                3室2厅 | 112.7平米                                  | 东北,http://ke-image.ljcdn.com/440300-inspection/prod-c8c932c9-7327-4423-b800-0fedae96f275.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,福田区大两房，小高层南向，视野无遮挡,700万,中楼层                                    (共9层)                                                                      | 1998年建 |                                2室1厅 | 81.74平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-6224caf8-d666-4a3e-9a41-b1963c7deab0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,特殊户型 韵动家园 楼下就是福田体育公园,900万,低楼层                                    (共29层)                                                                      | 2005年建 |                                3室2厅 | 116平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/prod-0750ade9-28eb-403e-a720-689351bb1cc2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润金座精装复式带阳台大两房,380万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室2厅 | 47.91平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-131e49d1-5c57-4218-b71c-3a978594356a.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,2012入伙新小区 两房 精装修 复式 4.9米高,280万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 34.15平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/prod-dc110549-ccfa-40b3-bd27-2f28412a3366.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,业主诚心出售福田区新洲2013年实用两房,338万,低楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 33.76平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/523362e8-dffc-4c09-b26e-d56fe47b60ba_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,108平南向三房 视野开阔无遮挡，通风采光好,755万,低楼层                                    (共33层)                                                                      | 1996年建 |                                3室2厅 | 108.81平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-cf11c19c-1d9f-424f-a511-537d71f7c70b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,等待喜欢看高尔夫球场的你来选择,590万,中楼层                                    (共22层)                                                                      | 2001年建 |                                2室2厅 | 80.67平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/test-bce3dfef-4e2d-4b60-8317-9ce7e5007a85.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,13年次新房，满两年，税费少，装修好，拎包入住。,410万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 47.91平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-e6cad709-043d-428d-b53c-ae254152dc7d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,70年产权商务性质，双层复式结构，带燃气户型！,315万,低楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 35.47平米                                  | 东,http://ke-image.ljcdn.com/440300-inspection/prod-0765d439-2f0b-40a0-901b-67d81f4f8816.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润金座 复式 层高4.9米 产权70年公寓  精装修,310万,中楼层                                    (共20层)                                                                      | 2013年建 |                                3室1厅 | 35.16平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/test-498b3d01-623d-4a05-b243-dce65a841338.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,满五唯一住宅红本在手，费用少过户快，南向实用三房,750万,低楼层                                    (共32层)                                                                      | 2007年建 |                                3室2厅 | 89.57平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/prod-55c95d78-bad3-446e-a3f5-71c5f06ceddc.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉洲富苑~精致2房红本在手、精装安静、地铁口,295万,中楼层                                    (共27层)                                                                      | 2012年建 |                                2室1厅 | 41平米                                  | 西,http://ke-image.ljcdn.com/440300-inspection/prod-8990c267-7357-40c4-9a98-83623f56e519.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,利用率高板楼结构大四房安静花园社区，生活出行便利！,960万,高楼层                                    (共8层)                                                                      | 1997年建 |                                4室1厅 | 125.08平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-10e68851-570c-4205-b67c-f83bcbb28919.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润13年新房，70年产权，4.9米复式，可办公,260万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 26.92平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-d0f34e8a-5a94-4acd-b4e8-364aee57953e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,一手业主红本在手，一梯两户，小高层带电梯,680万,低楼层                                    (共11层)                                                                      | 2002年建 |                                2室2厅 | 85.88平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/prod-2005cefc-3f44-4e7e-b292-23643f90500a.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,朗晴馨洲 满五年唯一 税费少 实用率高 诚心出售新上,320万,中楼层                                    (共32层)                                                                      | 2003年建 |                                1室1厅 | 36.82平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/c68b119d-ea3b-4f7e-a2e8-66ed85f307c1_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,户型方正 高楼层 带燃气  视野开阔,298万,高楼层                                    (共27层)                                                                      | 2012年建 |                                2室1厅 | 41.49平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/817ad970-8ac3-4d6b-af4b-2cb6afed8dd2_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,此房满二不唯一，户型方正，通透，精装修,1000万,低楼层                                    (共32层)                                                                      | 2012年建 |                                4室1厅 | 87.34平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/test-428ff80d-ead3-4aa6-aff9-766972bb0887.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润金座 4室1厅 南,620万,中楼层                                    (共20层)                                                                      | 2013年建 |                                4室1厅 | 61.41平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_gjLEVa5vd_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,装修漂亮，楼层舒适，满五红本刚需必选房。,270万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室2厅 | 26.37平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/ff5d965a-c33a-4dd9-9c21-b7609c349866_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,满五年，户型实用，采光好，地理位置好，配套设施齐全,600万,中楼层                                    (共22层)                                                                      | 2001年建 |                                2室1厅 | 80.67平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/37c80b6e-7ff2-4765-83f1-a92527c13d55.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,楼下福田体育公园,近地铁口,红本在手，满五年,370万,高楼层                                    (共29层)                                                                      | 2005年建 |                                1室1厅 | 39.32平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/prod-db81ec3a-6235-4838-a814-28d2e5992a91.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,怡和楼 3室2厅 东南,750万,低楼层                                    (共8层)                                                                      | 1997年建 |                                3室2厅 | 99.22平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/test-8c97babe-3344-4560-a65b-ddd9a8a8bee0.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,南向安静，户型方正实用地理位置好花园社区适合居住新上,700万,中楼层                                    (共22层)                                                                      | 2001年建 |                                2室2厅 | 80.82平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/0037aefc-08bf-4ad6-9bfc-560623fd01fe.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,祥云天都世纪大厦 1室1厅 东北新上,437万,中楼层                                    (共32层)                                                                      | 2007年建 |                                1室1厅 | 50.38平米                                  | 东北,http://ke-image.ljcdn.com/hdic-frame/a34fb6ee-876b-417f-b754-cb2197a372a3.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,福田新洲两房65平米业主诚心出售,550万,低楼层                                    (共32层)                                                                      | 2003年建 |                                2室2厅 | 65.24平米                                  | 东北,http://ke-image.ljcdn.com/hdic-frame/1eef0bbf-f6c0-4586-b64b-0249ccb5401c.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,安静小区，精致两房税费少！！！！,580万,高楼层                                    (共33层)                                                                      | 2007年建 |                                2室1厅 | 60.54平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/be4b3376-e096-43e1-980f-d625406444a3.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,韵动家园 1室1厅 北,389万,低楼层                                    (共29层)                                                                      | 2005年建 |                                1室1厅 | 40.66平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/6d7067c9-d122-4f7b-a1a5-4586143324d4.png!m_fill,w_280,h_210,f_jpg?from=ke.com
